key,name,gender,birthdate,deathdate,description
Q6721175,장선왕후,f,11270530,,고려 의종의 왕후
Q6721226,장화왕후,f,08770204,09010101,고려 태조의 왕후
Q6732223,의화왕후,f,09120101,,고려 혜종의 왕후
Q6743224,신명순성왕후,f,08770204,,고려 태조의 왕후
Q6743293,신의왕후,f,13351019,13911001,조선 태조의 왕비
Q6745643,Mami Kumagai,f,19480424,,Japanese actress
Q6747187,백설희,f,19540326,20100505,"대한민국의 가수, 배우"
Q6747264,백도빈,m,19470316,,대한민국의 배우
Q6776261,임성한,f,19720101,,South Korean screenwriter
Q6776454,임지은,f,19720418,,South Korean actress
Q6779816,귀인 이씨,f,18520908,19281217,대한제국 고종의 후궁
Q6781730,이민영,f,19761109,,대한민국의 배우
Q6781815,이혜영,f,19311006,,대한민국의 배우 (1962년 출생)
Q6781992,이은성,f,19720221,,대한민국의 배우
Q6783126,이유비,f,19640919,,대한민국의 배우
Q6783577,박시은,f,19810215,,대한민국의 배우 (1980년 출생)
Q6784089,박근형,m,19780110,,대한민국의 배우
Q6784157,박성빈,m,19171114,19380101,박정희 전 대통령의 아버지
Q6791544,방일영,m,19480206,20030808,조선일보 2대 회장
Q6793344,문정왕후,f,10500101,,고려 예종의 왕후
Q6793594,문성왕후,f,09230101,,고려 정종의 왕후
Q6793625,문덕왕후,f,09250101,,고려 성종의 왕후
Q6793849,경화왕후,f,11000101,11090729,고려 예종의 왕후
Q6796230,메이비,f,19730921,,"대한민국의 가수, 작사가"
Q6800759,사평왕후,f,11520517,,고려 강종의 왕후
Q6811459,최란,f,19591107,,대한민국의 배우
Q68123169,곽지영,f,19870331,,South Korean model
Q6819620,선의왕후,f,08770204,,고려 대종의 왕후
Q6820869,송선미,f,19720101,,대한민국의 배우
Q6821131,낙랑공주 (고려),f,08770204,,princess of Goryeo
Q6822380,손태영,f,19760805,,대한민국의 배우
Q6823793,위숙왕후,f,08770204,,고려 세조의 왕후
Q6824264,강부자,f,19380426,,대한민국의 배우
Q6824297,강건,m,19210101,19500908,조선민주주의인민공화국의 군인
Q68477360,기관,m,12660101,,
Q68477415,이씨,f,12660101,,
Q6849693,변정수,f,19760521,,South Korean actress
Q6853641,전혜진,f,19750302,,대한민국의 배우 (1976년 출생)
Q6862536,민혜숙,f,19701206,,South Korean handball player
Q6874759,김미루,f,19480101,,American artist
Q6930436,문공왕후,f,09230101,,고려 정종의 왕후
Q69515209,의근,,19381107,,명
Q6956410,나경원,f,19630101,,대한민국의 정치인
Q6956451,나성범,m,19880105,,대한민국의 야구 선수
Q6958033,Nadya Hutagalung,f,19661214,,"Indonesian-Australian model, actor, and VJ"
Q6961101,남궁원,m,19700413,,대한민국의 배우
Q69697020,김시아,f,20101001,,대한민국의 배우 (2008년)
Q69697161,박민정,f,19810427,,대한민국의 배우 (1982년 출생)
Q699503,고려 안종,m,08770204,09960101,고려 태조의 왕자
Q699513,고려 대종,m,08770204,09690101,고려 태조의 왕자
Q702565,김성애,f,19540810,20140923,김일성의 둘째 아내
Q704280,고려 강종,m,11920210,12130902,고려의 22대 임금
Q704283,최우,m,11490101,12490101,Korean general (1166-1249)
Q704568,고려 세조,m,08770204,08970101,고려 태조의 아버지
Q705212,김옥,f,19410216,,김정일의 다섯째 부인
Q705218,김설송,f,19470101,,김정일의 자녀
Q7083270,김상수,m,19920202,,South Korean baseball player (born 1990)
Q709491,헌애왕후,f,09551114,10290120,고려 경종의 왕후
Q709498,헌정왕후,f,09551114,09920806,고려 경종의 왕후
Q709975,강반석,f,19200921,19320731,일제 강점기의 사회운동가
Q710805,김평일,m,19241229,,조선민주주의인민공화국의 외교관
Q710937,와다 아키코,f,19500410,,일본의 여가수
Q712012,최충헌,m,11660101,12190101,고려의 정치인
Q7137742,박곡지,f,19620101,,대한민국의 영상 편집자
Q7137773,박흥식,m,19650228,,대한민국의 영화 감독 (1962-)
Q7137830,박지아,f,19440425,,South Korean actress
Q7137834,박진수,m,19900624,,South Korean association football player
Q7137845,박정은,f,19771209,,대한민국의 농구 선수
Q7137915,박노식,m,19640627,19950403,대한민국의 배우
Q714481,김영숙,f,19741230,,김정일의 배우자
Q714509,최룡해,m,19070408,,Chairman of the Presidium of the Supreme People's Assembly of North Korea
Q714658,리설주,f,19820108,,김정은의 배우자
Q7189091,고려 의조,m,09000101,,고려 태조의 할아버지
Q7189945,피천득,m,19460101,20070525,대한민국의 시인 겸 소설가 (1910–2007)
Q7204311,김지호,f,19700505,,대한민국의 배우
Q7204839,김지숙,f,19640527,,대한민국 배우 (1956년 출생)
Q7214169,여흥부대부인,f,18520908,18980101,Grand Internal Princess Consort of Joseon
Q7214248,순헌황귀비,f,18971020,19110720,Emperor Gojong's consort of the Korean Empire
Q7216705,신성왕후,f,08770204,,고려 태조의 왕후
Q7218065,신은정,f,19730109,,South Korean actress
Q7219738,헌숙왕후,f,09551114,,고려 경종의 왕후
Q72291512,정경심,f,19650406,,
Q7242942,완친왕,m,18770330,18800101,대한제국 고종과 귀인 이씨의 서자
Q7253672,남성진,m,19740907,,대한민국의 배우
Q7276140,조동찬,m,19810322,,South Korean baseball player
Q72808355,정정수,m,19860316,,"대한민국의 화가, 조경가"
Q72808477,정경훈,m,19530113,,
Q7336146,김동조,m,19540619,20041209,대한민국의 정치인
Q7336236,대목왕후,f,08770204,,고려 광종의 왕후
Q73403,홍톈자오,m,19740701,,Hong Kong actor
Q7385296,최영이,m,19780412,,Japanese professional wrestler
Q7385485,류승범,m,19731215,,대한민국의 남자 배우
Q74499817,문준용,m,19530124,,한국의 미디어아티스트 (1982-).
Q74500749,문다혜,f,19530124,,
Q7451472,서정화,f,19920615,,Korean freestyle skier
Q7451482,서승아,f,19860429,,대한민국의 배우
Q7451534,석주명,m,19110917,19501006,한국의 곤충학자
Q7496795,심이영,f,19760110,,South Korean actress
Q7497224,강신성일,m,19360320,20181104,"대한민국의 배우, 전 국회의원"
Q7606143,스테판 재키,m,19460101,,American violinist
Q7610874,스티브 린턴,m,19261207,,American humanitarian
Q76630085,Kim Hyong-rok,m,18710819,,uncle of Kim Il-sung
Q7663563,한채아,f,19861020,,대한민국의 배우
Q76650924,김경진,f,19241229,,daughter of Kim Il-sung
Q76655805,Kim Sun-kum,f,19540810,,North Korean former opera singer
Q76656577,Kim In-kang,f,19540810,,daughter of Kim Pyong-il
Q76657224,Kim Un-song,m,19540810,,son of Kim Pyong-il
Q76657833,Kim Jung-min,m,19510101,,son of Kim Kwang-sop
Q76658133,Kim Tong-min,m,19510101,,son of Kim Kwang-sop
Q76659518,김솔희,f,19710510,,daughter of Kim Jong-nam. Elle est en vie aujourd'hui.  Elle est jaune car elle est coréenne
Q76979706,신정희,f,19710510,,first wife of Kim Jong-nam
Q76980166,김금솔,m,19710510,,son of Kim Jong-nam
Q76981023,서영라,f,19710510,,third wife of Kim Jong-nam
Q76981881,Kim Hyun-kyung,f,19710510,,daughter of Kim Jong-nam
Q77552543,Ko Yong-suk,f,19520626,,sister of Ko Yong-hee
Q77554529,Jang Kum-song,f,19460122,20060801,daughter of Jang Sung-taek
Q77555945,Jang Kim-song,m,19460122,,son of Jang Sung-taek
Q77561335,Kim Chun-song,f,19470101,,daughter of Kim Jong-il
Q77571491,Kim Chun-san,m,19171224,19290101,father of Kim Jong-suk
Q77838791,Kim Won-chu,f,19370124,,maternal grandmother of Kim Jong-il
Q77840844,Ri Pyong,m,18960506,,ex-wife of Song Hye-rim
Q77841131,Ri Ok-dol,f,19370124,,half-sister of Kim Jong-nam
Q77841796,이종혁,m,18960506,,North Korean politician
Q77843446,장용환,m,19460122,,father of Jang Sung-taek
Q77846980,Jang Kye-sun,f,19460122,,sister of Jang Sung-taek
Q77847863,Jang Myong-hui,f,19390113,,wife of Jang Song-gil
Q7847850,백남의,f,19171114,19490812,박정희의 어머니
Q7847945,박상희,m,19171114,19461006,한국의 독립운동가
Q7848255,박근령,f,19171114,,대한민국의 정치인
Q7848332,박지만,m,19171114,,
Q7848947,박영옥,f,19260107,20150221,김종필의 부인
Q7849102,박준홍,m,19450101,,대한민국의 정치인
Q7849225,김예리,f,19260107,,대한민국의 사업가
Q7880974,엄앵란,f,19370508,,대한민국의 배우
Q7881979,문은진,f,19430210,,Equestrian and daughter of Sun Myung Moon
Q79404428,함연지,f,19590302,,South Korean actress
Q79404610,김용범,m,19740702,,
Q7952260,서향희,f,19581215,,South Korean lawyer
Q79611370,차세찌,m,19800725,,
Q79903739,안윤관,,18921223,19501226,
Q79903775,김희구,m,19271114,19450317,
Q79904634,김일범,m,19760821,,
Q79926136,정민섭,m,19720322,19871025,South Korean composer
Q79926901,양미란,f,19720322,19800101,singer
Q8012922,안경공,m,11920210,,member of the royal family of Goryeo
Q8031686,원병오,m,18880408,20200409,South Korean zoologist
Q8032064,이원익,m,19620928,,South Korean martial artist
Q8053456,이홍,f,19410803,,대한민국의 모델
Q8059932,유인촌,m,19841215,,"대한민국의 배우, 연출가, 정치인"
Q8061180,윤치성,m,18540415,19360811,대한제국과 일제 강점기의 군인
Q81226735,조기홍,,18830724,19450802,
Q8287842,최현,m,19500115,19820409,North Korean general (1907-1982)
Q83158281,최원호,m,11490101,,
Q83434603,Q83434603,m,12110101,,
Q83945397,곽신애,f,19660523,,대한민국의 영화 제작자
Q84008061,곽소민,f,20001208,,등장인물
Q84040,최태원,m,19291121,,대한민국의 기업인
Q840719,김만일,m,19540810,19470101,son of Kim Il-sung
Q841146,나운규,m,19340415,19370809,"대한민국의 독립운동가, 영화인"
Q842800,다니 루미코,f,19680823,,Japanese singer
Q843300,아라이 다카히로,m,19830816,,일본의 前 야구선수
Q85010226,한춘근,m,19841204,,South Korean musician
Q85011677,홍지희,f,19910303,,대한민국의 배우
Q8512697,안원대군,m,13000101,,
Q8512704,안창대군,m,13000101,,
Q8512711,안천대군,m,13000101,,
Q8512720,안풍대군,m,13000101,,
Q8512727,안흥대군,m,13000101,,
Q8512736,완성대군,m,13000101,,
Q8512743,완원대군,m,13000101,,
Q8512750,완천대군,m,13000101,,
Q8512758,완풍대군,m,13351019,13881023,
Q8512766,의안대군,m,13351019,14081006,"조선 초의 왕족, 무신, 문신"
Q8512773,함녕대군,m,13000101,,
Q8512781,함릉대군,m,13000101,,
Q8512788,함성대군,m,13000101,,
Q8512794,함양대군,m,13000101,,
Q8512801,함원대군,m,13000101,,
Q8512807,함창대군,m,13000101,,
Q8512813,함천대군,m,13000101,,
Q8512820,안의공주,f,13000101,,princess of Joseon
Q85360203,정기석,m,19580101,,대한민국의 의사
Q85632402,홍미란,f,19740507,,screenwriter from South Korea
Q85981736,심용현,m,19561224,19860401,
Q85984426,임광웅,m,19841122,,
Q85985252,조용승,m,19550101,,Ph.D. The University of Chicago 1987
Q87685800,차국헌,m,19590101,,researcher (ORCID 0000-0002-7938-8022)
Q87943248,백은옥,f,19550101,,Ph.D. Stanford University 1991
Q87981909,제원호,m,19580708,,South Korean physicist
Q88683078,지영미,f,19610101,,researcher
Q89128249,임덕상,m,19280101,19821118,현대 대수기하학의 세계적 연구자이자 아이비리그 첫 한국인 수학교수.
Q8924428,변정민,f,19740415,,South Korean actress
Q8970414,Jimmy Hung,m,19740701,,Taiwanese singer
Q900563,이지호,m,19730608,,American filmmaker
Q9210578,이현재,m,19890126,,South Korean actor
Q92684865,노순화,f,19221004,19510101,Wife of Shin Kyuk-ho
Q92686670,시게미츠 하츠코,f,19550214,,신격호의 사실혼 부인
Q92688346,신유미,f,19221004,,Daughter of Shin kyuk-ho and Seo Mi-kyung. She naturalized to Japan
Q9285855,한수지,f,19870208,,South Korean volleyball player
Q9326975,나혜미,f,19790216,,대한민국의 배우
Q93752810,서범수,m,19520109,,국민의힘 국회의원
Q94187,유호정,f,19640924,,대한민국의 배우
Q94429593,안영민,m,19330101,,대한민국의 통일운동가
Q9448583,가오쯔치,m,19790328,,중화인민공화국의 배우
Q96257927,Choe Song,m,19870926,,Choe Ryong-hae's son
Q96276527,Q96276527,m,19820108,,first born of Kim Jong-un
Q96276542,"child, name unknown",,19870926,,Kim Yo-jong's first child
Q96427168,Anaïs Bordier,f,19871119,,French designer
Q97198138,유재길,m,19600125,,
Q97206273,이민형,m,19930725,,대한민국의 리그 오브 레전드 프로게이머
Q97338699,강혜경,f,19510320,,
Q97338773,손원평,f,19471122,,대한민국의 소설가 겸 영화 감독
Q97339166,신지후,,19751128,,South Korean baseball player (2001-)
Q98389209,박경숙,f,19180623,20200831,North Korean politician
Q99767258,김문옥,m,19460927,19660707,South Korean politician
